slang,formal,in_dictionary,context,categories
dr,dari,True,Orang ga pnya urat malu..ga pny hati..ga pny hati udh ngerebut anak dan suaminya..orang yg ga pny otak diangkat derajatnya dr kafeh remang2 mlh nusuk dr belakang..parahnya tinggL dirmh gono gini lg mlh majikan yg diusir dr uler lu cireng,['abreviasi']
tp,tapi,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,['abreviasi']
gak,enggak,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,['zeroisasi']
ngaku,mengaku,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,['afiksasi']
gmn,bagaimana,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,['abreviasi']
mbaa,mbak,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,"['elongasi', 'zeroisasi']"
gak,enggak,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,['zeroisasi']
mnta,minta,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,['abreviasi']
klo,kalo,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,['zeroisasi']
gt,begitu,True,Minta maaf tp gak ngaku salah gmn sih mbaa ?? Gak salah Buat apa mnta maaf klo gt ?,['abreviasi']
byk,banyak,True,"Lebih cantik n keren Bunda Maia pastinya??kelas atas naik jet pribadi, hermes, disukai orang banyak n byk berkah-nah yg suka nikung temen nangis terus hatersnya banyak duh muljem karmanya bejibun?jualan cireng aja lah pantes?",['abreviasi']
yg,yang,True,"Lebih cantik n keren Bunda Maia pastinya??kelas atas naik jet pribadi, hermes, disukai orang banyak n byk berkah-nah yg suka nikung temen nangis terus hatersnya banyak duh muljem karmanya bejibun?jualan cireng aja lah pantes?",['abreviasi']
temen,teman,True,"Lebih cantik n keren Bunda Maia pastinya??kelas atas naik jet pribadi, hermes, disukai orang banyak n byk berkah-nah yg suka nikung temen nangis terus hatersnya banyak duh muljem karmanya bejibun?jualan cireng aja lah pantes?",['modifikasi vokal']
nangis,menangis,True,"Lebih cantik n keren Bunda Maia pastinya??kelas atas naik jet pribadi, hermes, disukai orang banyak n byk berkah-nah yg suka nikung temen nangis terus hatersnya banyak duh muljem karmanya bejibun?jualan cireng aja lah pantes?",['afiksasi']
aja,saja,True,"Lebih cantik n keren Bunda Maia pastinya??kelas atas naik jet pribadi, hermes, disukai orang banyak n byk berkah-nah yg suka nikung temen nangis terus hatersnya banyak duh muljem karmanya bejibun?jualan cireng aja lah pantes?",['zeroisasi']
pantes,pantas,True,"Lebih cantik n keren Bunda Maia pastinya??kelas atas naik jet pribadi, hermes, disukai orang banyak n byk berkah-nah yg suka nikung temen nangis terus hatersnya banyak duh muljem karmanya bejibun?jualan cireng aja lah pantes?",['modifikasi vokal']
lbh,lebih,True,"Haters mulan bilang maia lebih cantik dari mulan,nah kalo maia lbh cantik dri mulan knp seorang ahmad dhani ceraikan maia dan nikahi mulan? Yg idiot haters mulan apa ahmad dhani? @mastercorbuzier",['abreviasi']
dri,dari,True,"Haters mulan bilang maia lebih cantik dari mulan,nah kalo maia lbh cantik dri mulan knp seorang ahmad dhani ceraikan maia dan nikahi mulan? Yg idiot haters mulan apa ahmad dhani? @mastercorbuzier",['abreviasi']
knp,kenapa,True,"Haters mulan bilang maia lebih cantik dari mulan,nah kalo maia lbh cantik dri mulan knp seorang ahmad dhani ceraikan maia dan nikahi mulan? Yg idiot haters mulan apa ahmad dhani? @mastercorbuzier",['abreviasi']
yg,yang,True,"Haters mulan bilang maia lebih cantik dari mulan,nah kalo maia lbh cantik dri mulan knp seorang ahmad dhani ceraikan maia dan nikahi mulan? Yg idiot haters mulan apa ahmad dhani? @mastercorbuzier",['abreviasi']
kale,kali,True,"@diananasution_  maia kale yg gugat cerai dani,  iyuuhhh",['modifikasi vokal']
yg,yang,True,"@diananasution_  maia kale yg gugat cerai dani,  iyuuhhh",['abreviasi']
iyuuhhh,ih,True,"@diananasution_  maia kale yg gugat cerai dani,  iyuuhhh","['anaptiksis', 'elongasi']"
yg,yang,True,dhani yg ceraikan maia LEWAT SMS malahan @ayujuariserizha,['abreviasi']
cwo,cowok,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['abreviasi']
udah,sudah,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['zeroisasi']
yg,yang,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['abreviasi']
udah,sudah,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['zeroisasi']
mnjadi,menjadi,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['abreviasi']
ktika,ketika,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['abreviasi']
dipuja2,dipuja-puja,False,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['reduplikasi']
ga,enggak,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain","['abreviasi', 'zeroisasi']"
kam,kamu,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['abreviasi']
cwe,cewek,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['abreviasi']
smoga,semoga,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['zeroisasi']
km,kamu,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['abreviasi']
ngrasain,merasai,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['afiksasi']
yg,yang,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['abreviasi']
rasain,rasai,True,"@diananasution_  cwo udah brengsek mah apapun dijatuhkan yg udah bukan mnjadi milik dia,  ktika masih dipuja2 sudah ga cinta dibuang,  kam kan cwe smoga km ngrasain apa yg bunda cantik rasain",['afiksasi']
tp,tapi,True,@diananasution_  cantik wajah itu bisa pudar tp cantik hati itu kekal... love u bunda maia,['abreviasi']
aja,saja,True,@mulanjameela1 drama of queen kata alghazli udah main sinetron aja lu kan jago actong,['zeroisasi']
nonton,menonton,True,"Nonton aja om , lucu sama org kita ini.pesen aja buat kalian semua, jangan sampai gosong tempe di atas penggorengan hanya karna sibuk ngurusin urusan orang . Tetap berkarya kalian anak bangsa. Thks u @mastercorbuzier",['afiksasi']
aja,saja,True,"Nonton aja om , lucu sama org kita ini.pesen aja buat kalian semua, jangan sampai gosong tempe di atas penggorengan hanya karna sibuk ngurusin urusan orang . Tetap berkarya kalian anak bangsa. Thks u @mastercorbuzier",['zeroisasi']
org,orang,True,"Nonton aja om , lucu sama org kita ini.pesen aja buat kalian semua, jangan sampai gosong tempe di atas penggorengan hanya karna sibuk ngurusin urusan orang . Tetap berkarya kalian anak bangsa. Thks u @mastercorbuzier",['abreviasi']
pesen,pesan,True,"Nonton aja om , lucu sama org kita ini.pesen aja buat kalian semua, jangan sampai gosong tempe di atas penggorengan hanya karna sibuk ngurusin urusan orang . Tetap berkarya kalian anak bangsa. Thks u @mastercorbuzier",['modifikasi vokal']
aja,saja,True,"Nonton aja om , lucu sama org kita ini.pesen aja buat kalian semua, jangan sampai gosong tempe di atas penggorengan hanya karna sibuk ngurusin urusan orang . Tetap berkarya kalian anak bangsa. Thks u @mastercorbuzier",['zeroisasi']
karna,karena,True,"Nonton aja om , lucu sama org kita ini.pesen aja buat kalian semua, jangan sampai gosong tempe di atas penggorengan hanya karna sibuk ngurusin urusan orang . Tetap berkarya kalian anak bangsa. Thks u @mastercorbuzier",['zeroisasi']
ngurusin,mengurusi,True,"Nonton aja om , lucu sama org kita ini.pesen aja buat kalian semua, jangan sampai gosong tempe di atas penggorengan hanya karna sibuk ngurusin urusan orang . Tetap berkarya kalian anak bangsa. Thks u @mastercorbuzier",['afiksasi']
yeeee,ya,True,@ity_cantik yeeee ityl perek,"['modifikasi vokal', 'elongasi']"
ityl,itil,True,@ity_cantik yeeee ityl perek,['subtitusi']
hbs,habis,True,"Hbs ditinggal kabur ya lo @artisn si Anjing Gembel sama Pasangan Lo?? Gara2 itiL lo Rabies??Makanya kyak orang gila Marah2 ma Gw,ih Ngeri ih lo Gila ih,Kasihan De Lo itil rabies Emang wenak",['abreviasi']
gara2,gara-gara,True,"Hbs ditinggal kabur ya lo @artisn si Anjing Gembel sama Pasangan Lo?? Gara2 itiL lo Rabies??Makanya kyak orang gila Marah2 ma Gw,ih Ngeri ih lo Gila ih,Kasihan De Lo itil rabies Emang wenak",['reduplikasi']
kyak,kayak,True,"Hbs ditinggal kabur ya lo @artisn si Anjing Gembel sama Pasangan Lo?? Gara2 itiL lo Rabies??Makanya kyak orang gila Marah2 ma Gw,ih Ngeri ih lo Gila ih,Kasihan De Lo itil rabies Emang wenak",['abreviasi']
marah2,marah-marah,False,"Hbs ditinggal kabur ya lo @artisn si Anjing Gembel sama Pasangan Lo?? Gara2 itiL lo Rabies??Makanya kyak orang gila Marah2 ma Gw,ih Ngeri ih lo Gila ih,Kasihan De Lo itil rabies Emang wenak",['reduplikasi']
ma,sama,True,"Hbs ditinggal kabur ya lo @artisn si Anjing Gembel sama Pasangan Lo?? Gara2 itiL lo Rabies??Makanya kyak orang gila Marah2 ma Gw,ih Ngeri ih lo Gila ih,Kasihan De Lo itil rabies Emang wenak",['zeroisasi']
gw,gue,True,"Hbs ditinggal kabur ya lo @artisn si Anjing Gembel sama Pasangan Lo?? Gara2 itiL lo Rabies??Makanya kyak orang gila Marah2 ma Gw,ih Ngeri ih lo Gila ih,Kasihan De Lo itil rabies Emang wenak","['homofon', 'abreviasi']"
emang,memang,True,"Hbs ditinggal kabur ya lo @artisn si Anjing Gembel sama Pasangan Lo?? Gara2 itiL lo Rabies??Makanya kyak orang gila Marah2 ma Gw,ih Ngeri ih lo Gila ih,Kasihan De Lo itil rabies Emang wenak",['zeroisasi']
wenak,enak,True,"Hbs ditinggal kabur ya lo @artisn si Anjing Gembel sama Pasangan Lo?? Gara2 itiL lo Rabies??Makanya kyak orang gila Marah2 ma Gw,ih Ngeri ih lo Gila ih,Kasihan De Lo itil rabies Emang wenak",['anaptiksis']
sukak,suka,True,Dih stress ia @ity_cantik itil buluk sukak ngarang cerita...,['anaptiksis']
ngarang,mengarang,True,Dih stress ia @ity_cantik itil buluk sukak ngarang cerita...,['afiksasi']
bnr,benar,True,Hahahah @artisn Berarti Bnr Donk Hahhahah Ditinggal Pasangan Gara2 itil Busuk and Rabies?????,['abreviasi']
donk,dong,True,Hahahah @artisn Berarti Bnr Donk Hahhahah Ditinggal Pasangan Gara2 itil Busuk and Rabies?????,"['homofon', 'subtitusi']"
gara2,gara-gara,True,Hahahah @artisn Berarti Bnr Donk Hahhahah Ditinggal Pasangan Gara2 itil Busuk and Rabies?????,['reduplikasi']
bgt,banget,True,Dasar @artisn Kasihan Bgt Hdp Lo Pengidap Anjing Rabies??ih keturunan Anjing Rabies,['abreviasi']
hdp,hidup,True,Dasar @artisn Kasihan Bgt Hdp Lo Pengidap Anjing Rabies??ih keturunan Anjing Rabies,['abreviasi']
ngga,enggak,True,ngga jelas....kek gini ngehina mulan....ckxkck..bahasa lo aja sampah punya...pemulung jg kelas'a diatas lo....hadeeehhh @ity_cantik,['zeroisasi']
kek,kayak,True,ngga jelas....kek gini ngehina mulan....ckxkck..bahasa lo aja sampah punya...pemulung jg kelas'a diatas lo....hadeeehhh @ity_cantik,"['abreviasi', 'modifikasi vokal']"
gini,begini,True,ngga jelas....kek gini ngehina mulan....ckxkck..bahasa lo aja sampah punya...pemulung jg kelas'a diatas lo....hadeeehhh @ity_cantik,['abreviasi']
ngehina,menghina,True,ngga jelas....kek gini ngehina mulan....ckxkck..bahasa lo aja sampah punya...pemulung jg kelas'a diatas lo....hadeeehhh @ity_cantik,['afiksasi']
aja,saja,True,ngga jelas....kek gini ngehina mulan....ckxkck..bahasa lo aja sampah punya...pemulung jg kelas'a diatas lo....hadeeehhh @ity_cantik,['zeroisasi']
jg,juga,True,ngga jelas....kek gini ngehina mulan....ckxkck..bahasa lo aja sampah punya...pemulung jg kelas'a diatas lo....hadeeehhh @ity_cantik,['abreviasi']
kelas'a,kelasnya,False,ngga jelas....kek gini ngehina mulan....ckxkck..bahasa lo aja sampah punya...pemulung jg kelas'a diatas lo....hadeeehhh @ity_cantik,['pungtuasi']
hadeeehhh,aduh,True,ngga jelas....kek gini ngehina mulan....ckxkck..bahasa lo aja sampah punya...pemulung jg kelas'a diatas lo....hadeeehhh @ity_cantik,"['anaptiksis', 'modifikasi vokal', 'elongasi']"
yg,yang,True,@artisn Situ Kali Yg Gak Jelas Asal Mu asal Anjing Liar Keluarga Stres Akibat Terkena Penyakit Rabies????? wkwkwkwkw,['abreviasi']
gak,enggak,True,@artisn Situ Kali Yg Gak Jelas Asal Mu asal Anjing Liar Keluarga Stres Akibat Terkena Penyakit Rabies????? wkwkwkwkw,['zeroisasi']
jing,anjing,True,Hari ini belum disuntik Jing?? Suntik Anjing rabies makanya gila Lo kambuh lg ya???????? @artisn,['abreviasi']
lg,lagi,True,Hari ini belum disuntik Jing?? Suntik Anjing rabies makanya gila Lo kambuh lg ya???????? @artisn,['abreviasi']
"abal""",abal-abal,True,"Memang kalau pakai cream wajah abal"" bikin wajah jadi rusak.akhirnya disarankan pakai produk herbal perawatan wajah di@FARMASIHERBAL hasilnya jerawat kecil"" & merah di wajahku berangsur membaik malah jadi bersih nih pinnya@FARMASIHERBAL Pin : D049B167 Wa : 081321297275 LINE : @qcl5848n  pelayanan ramah ada harga promo + free ongkos kirim semoga bermanfaat #sorrycurhat #indahnyaberbagi ????",['reduplikasi']
"kecil""",kecil-kecil,False,"Memang kalau pakai cream wajah abal"" bikin wajah jadi rusak.akhirnya disarankan pakai produk herbal perawatan wajah di@FARMASIHERBAL hasilnya jerawat kecil"" & merah di wajahku berangsur membaik malah jadi bersih nih pinnya@FARMASIHERBAL Pin : D049B167 Wa : 081321297275 LINE : @qcl5848n  pelayanan ramah ada harga promo + free ongkos kirim semoga bermanfaat #sorrycurhat #indahnyaberbagi ????",['reduplikasi']
ori,orisinal,True,Chat ke WA : 0857-9305-1973 / BBM : 5B8BE79E / LINE : @ZHB0594N (PAKAI @) HATI-HATI PENIPUAN!!!!!!! PAYUDARAMU KECIL? YUK ORDER ALAT ORI PEMBESAR PAYUDARA KAMI@bigbreastnatural? BBM : 5B8BE79E. LINE: @ZHB0594N (PAKAI @),['abreviasi']
bgt,banget,True,Dua duanya hitz bgt,['abreviasi']
smua,semua,True,Smua yg ekspresi mukanya kaya gtu pasti akan bergaris daerah matanya @hadi.niic,['zeroisasi']
yg,yang,True,Smua yg ekspresi mukanya kaya gtu pasti akan bergaris daerah matanya @hadi.niic,['abreviasi']
gtu,begitu,True,Smua yg ekspresi mukanya kaya gtu pasti akan bergaris daerah matanya @hadi.niic,['abreviasi']
kenceng,kencang,True,"@forever_lu2 kalo sama mbak KD lebih banyak Agnezmo keriputnya, Mbak KD masih kenceng kalo ketawa juga mukanya",['modifikasi vokal']
jd,jadi,True,"@hadi.niic ya iyalah, KD kebanyakan ke salon, lifting wajah jd kencang. Agnez kebanyakan olahraga jd wajar wajahnya kerut. Agnez cuek soal kek gtu""an, klo cantik mah mau gmanapun tetep aja cantik",['abreviasi']
jd,jadi,True,"@hadi.niic ya iyalah, KD kebanyakan ke salon, lifting wajah jd kencang. Agnez kebanyakan olahraga jd wajar wajahnya kerut. Agnez cuek soal kek gtu""an, klo cantik mah mau gmanapun tetep aja cantik",['abreviasi']
kek,kayak,True,"@hadi.niic ya iyalah, KD kebanyakan ke salon, lifting wajah jd kencang. Agnez kebanyakan olahraga jd wajar wajahnya kerut. Agnez cuek soal kek gtu""an, klo cantik mah mau gmanapun tetep aja cantik","['abreviasi', 'modifikasi vokal']"
"gtu""an",begitu-gituan,False,"@hadi.niic ya iyalah, KD kebanyakan ke salon, lifting wajah jd kencang. Agnez kebanyakan olahraga jd wajar wajahnya kerut. Agnez cuek soal kek gtu""an, klo cantik mah mau gmanapun tetep aja cantik","['abreviasi', 'reduplikasi']"
klo,kalo,True,"@hadi.niic ya iyalah, KD kebanyakan ke salon, lifting wajah jd kencang. Agnez kebanyakan olahraga jd wajar wajahnya kerut. Agnez cuek soal kek gtu""an, klo cantik mah mau gmanapun tetep aja cantik",['zeroisasi']
gmanapun,bagaimanapun,True,"@hadi.niic ya iyalah, KD kebanyakan ke salon, lifting wajah jd kencang. Agnez kebanyakan olahraga jd wajar wajahnya kerut. Agnez cuek soal kek gtu""an, klo cantik mah mau gmanapun tetep aja cantik",['abreviasi']
tetep,tetap,True,"@hadi.niic ya iyalah, KD kebanyakan ke salon, lifting wajah jd kencang. Agnez kebanyakan olahraga jd wajar wajahnya kerut. Agnez cuek soal kek gtu""an, klo cantik mah mau gmanapun tetep aja cantik",['modifikasi vokal']
aja,saja,True,"@hadi.niic ya iyalah, KD kebanyakan ke salon, lifting wajah jd kencang. Agnez kebanyakan olahraga jd wajar wajahnya kerut. Agnez cuek soal kek gtu""an, klo cantik mah mau gmanapun tetep aja cantik",['zeroisasi']
trims,terima kasih,True,Kini telah ada suplemen herbal untuk mengurangi mata minus anda sudah terbukti terbaik di dunia dan rekomendasi cerdas cek&follow@beautyperfectHerbal  pin.bbm.com/5CE1D1BB WA:089625237492  trims banyak yah ^_^,['akronim']
yah,ya,True,Kini telah ada suplemen herbal untuk mengurangi mata minus anda sudah terbukti terbaik di dunia dan rekomendasi cerdas cek&follow@beautyperfectHerbal  pin.bbm.com/5CE1D1BB WA:089625237492  trims banyak yah ^_^,['anaptiksis']
kr,kira,True,Gua kr td nenek2 taux agnes hihihhi,['abreviasi']
td,tadi,True,Gua kr td nenek2 taux agnes hihihhi,['abreviasi']
nenek2,nenek-nenek,True,Gua kr td nenek2 taux agnes hihihhi,['reduplikasi']
taux,taunya,False,Gua kr td nenek2 taux agnes hihihhi,['word-value letter']
